,Unnamed: 0,age,job,marital,education,housing,contact,month,day_of_week,duration,previous,poutcome,y,Promotion
3842,3842,2,0,1,5,2,1,6,3,1,0,1,0,No
3843,3843,1,0,2,6,0,0,1,2,1,1,2,0,No
3844,3844,1,0,2,3,0,1,6,0,2,0,1,0,No
3845,3845,2,7,1,3,2,1,6,4,4,0,1,1,Yes
3846,3846,2,1,1,2,1,1,3,1,1,0,1,0,No
3847,3847,3,9,0,5,0,0,1,0,1,0,1,0,No
3848,3848,2,1,2,3,0,1,6,3,2,0,1,0,No
3849,3849,3,7,2,1,0,0,0,2,2,0,1,0,No
3850,3850,3,1,1,2,2,1,4,1,1,0,1,0,No
3851,3851,2,1,2,2,2,0,3,0,4,0,1,0,Yes
3852,3852,2,1,1,0,2,1,6,4,4,0,1,0,Yes
3853,3853,2,9,1,5,0,1,6,2,3,0,1,0,Yes
3854,3854,2,0,1,6,2,0,7,3,1,1,3,1,No
3855,3855,1,1,0,3,0,1,3,1,1,0,1,0,No
3856,3856,3,5,1,0,0,1,4,0,1,0,1,0,No
3857,3857,2,7,1,3,2,0,6,2,1,0,1,0,No
3858,3858,2,0,0,6,2,1,6,1,3,0,1,0,Yes
3859,3859,2,4,1,6,0,0,0,2,2,0,1,0,No
3860,3860,2,1,1,0,2,0,6,3,5,0,1,0,Yes
3861,3861,2,1,1,0,2,0,3,3,1,0,1,0,No
3862,3862,1,1,2,2,0,1,6,4,3,0,1,0,Yes
3863,3863,2,10,0,3,0,1,4,2,3,0,1,0,Yes
3864,3864,1,7,1,5,0,1,6,2,2,0,1,0,No
3865,3865,2,10,1,3,2,0,7,2,4,0,1,1,Yes
3866,3866,1,0,2,6,2,0,1,1,3,0,1,0,Yes
3867,3867,1,0,0,6,0,0,1,3,3,0,1,0,Yes
3868,3868,2,7,1,2,2,1,6,3,3,0,1,0,Yes
3869,3869,3,1,1,7,2,1,6,3,2,0,1,0,No
3870,3870,2,9,1,5,0,0,1,1,1,0,1,0,No
3871,3871,2,0,2,6,0,0,1,1,3,0,1,0,Yes
3872,3872,2,1,1,1,0,0,3,3,1,0,1,0,No
3873,3873,1,0,2,3,0,0,3,1,3,0,1,0,Yes
3874,3874,1,1,2,3,0,0,6,1,3,0,1,0,Yes
3875,3875,3,9,0,5,0,0,1,4,1,0,1,0,No
3876,3876,1,0,1,3,2,0,6,4,3,0,1,0,Yes
3877,3877,3,3,1,2,1,1,6,4,1,0,1,0,No
3878,3878,3,9,1,5,2,0,1,2,1,0,1,0,No
3879,3879,2,1,1,1,2,1,7,1,1,0,1,0,No
3880,3880,2,2,1,6,0,0,1,4,1,0,1,0,No
3881,3881,1,7,2,7,2,0,4,3,3,0,1,1,Yes
3882,3882,3,1,0,1,0,0,6,4,2,1,2,0,No
3883,3883,3,1,1,2,0,0,6,0,1,1,2,0,No
3884,3884,2,7,1,3,2,0,6,2,3,1,2,0,Yes
3885,3885,2,10,1,6,2,0,1,0,1,0,1,0,No
3886,3886,2,7,1,2,2,0,1,4,3,0,1,0,Yes
3887,3887,2,0,2,6,0,1,6,3,4,0,1,0,Yes
3888,3888,2,0,1,6,2,1,4,4,4,0,1,0,Yes
3889,3889,1,0,2,5,2,0,3,3,5,0,1,1,Yes
3890,3890,2,1,1,1,0,1,6,4,3,0,1,0,Yes
3891,3891,3,5,1,3,0,0,9,4,5,0,1,1,Yes
3892,3892,3,5,1,0,0,0,3,1,1,0,1,0,No
3893,3893,1,1,1,2,2,0,3,2,3,0,1,0,Yes
3894,3894,2,0,2,6,2,0,3,0,5,0,1,0,Yes
3895,3895,1,0,2,6,2,0,5,1,4,3,3,1,Yes
3896,3896,2,0,2,5,2,0,6,1,2,0,1,0,No
3897,3897,2,9,1,5,0,0,6,3,3,0,1,0,Yes
3898,3898,2,4,2,6,0,1,6,0,1,0,1,0,No
3899,3899,2,0,2,6,0,0,6,3,3,1,2,0,Yes
3900,3900,1,7,2,3,2,0,6,4,1,0,1,0,No
3901,3901,3,0,1,2,2,1,6,0,2,0,1,0,No
3902,3902,3,1,1,3,2,0,0,3,1,0,1,0,No
3903,3903,1,0,1,3,0,1,6,1,2,0,1,0,No
3904,3904,1,0,2,3,0,1,3,2,5,0,1,0,Yes
3905,3905,1,0,2,5,2,0,0,1,1,0,1,1,No
3906,3906,2,0,1,2,0,1,4,4,2,0,1,0,No
3907,3907,1,0,2,3,2,0,3,3,1,0,1,0,No
3908,3908,3,7,1,1,2,0,6,0,1,0,1,0,No
3909,3909,1,0,2,6,0,0,8,0,3,0,1,1,Yes
3910,3910,2,6,0,0,0,1,4,0,5,0,1,0,Yes
3911,3911,2,1,1,2,2,0,6,0,3,0,1,0,Yes
3912,3912,3,1,1,2,2,0,1,3,4,0,1,0,Yes
3913,3913,2,1,1,3,0,0,0,1,3,0,1,0,Yes
3914,3914,2,1,1,5,2,0,0,0,1,1,2,0,No
3915,3915,1,7,1,3,2,1,6,3,1,0,1,0,No
3916,3916,3,6,1,6,0,0,1,3,4,3,3,1,Yes
3917,3917,2,9,2,5,2,0,6,1,1,1,2,0,No
3918,3918,2,0,2,6,0,0,7,2,4,0,1,0,Yes
3919,3919,2,2,1,3,2,0,6,3,2,0,1,0,No
3920,3920,1,1,1,1,2,1,6,0,4,0,1,0,Yes
3921,3921,2,10,1,2,0,0,6,1,2,0,1,0,No
3922,3922,2,4,0,6,2,0,3,3,3,0,1,0,Yes
3923,3923,1,1,1,1,0,0,1,3,2,0,1,0,No
3924,3924,4,11,1,7,2,0,1,0,3,1,2,1,Yes
3925,3925,3,1,1,1,2,0,3,1,3,0,1,0,Yes
3926,3926,2,0,1,6,2,0,8,4,4,1,3,1,Yes
3927,3927,2,0,1,6,0,1,4,3,4,0,1,0,Yes
3928,3928,2,1,1,0,2,0,3,2,2,0,1,0,No
3929,3929,3,0,1,6,2,0,1,4,3,0,1,0,Yes
3930,3930,2,3,1,6,2,0,1,2,5,0,1,1,Yes
3931,3931,2,2,1,6,2,0,7,1,5,0,1,0,Yes
3932,3932,2,6,1,3,0,0,6,1,1,0,1,0,No
3933,3933,2,0,2,6,0,0,7,3,1,1,2,0,No
3934,3934,1,0,1,6,2,1,4,0,1,0,1,0,No
3935,3935,3,9,1,5,2,1,6,4,2,0,1,0,No
3936,3936,2,1,2,2,0,1,6,3,5,0,1,1,Yes
3937,3937,1,7,0,5,0,0,7,3,1,1,2,0,No
3938,3938,2,0,2,6,2,0,3,2,2,0,1,0,No
3939,3939,3,9,0,5,2,1,4,1,1,0,1,0,No
3940,3940,2,4,1,0,0,1,6,0,3,0,1,0,Yes
3941,3941,2,9,2,6,2,0,3,4,3,0,1,0,Yes
3942,3942,2,1,1,0,2,0,6,2,5,0,1,1,Yes
3943,3943,3,5,1,5,0,0,1,4,3,0,1,0,Yes
3944,3944,2,0,1,3,0,1,6,3,3,0,1,0,Yes
3945,3945,3,0,1,6,2,0,0,3,3,3,2,1,Yes
3946,3946,2,1,1,0,2,0,7,1,1,0,1,0,No
3947,3947,2,9,2,5,0,0,6,1,3,0,1,0,Yes
3948,3948,2,9,2,5,0,0,1,1,4,0,1,1,Yes
3949,3949,3,9,1,6,2,0,1,3,4,0,1,0,Yes
3950,3950,2,4,1,6,2,1,4,0,1,0,1,0,No
3951,3951,2,0,1,5,1,0,6,2,2,1,2,0,No
3952,3952,3,1,1,0,2,0,3,1,4,0,1,1,Yes
3953,3953,1,9,1,6,2,0,3,1,3,0,1,1,Yes
3954,3954,2,9,2,5,0,0,1,1,1,0,1,0,No
3955,3955,2,1,1,0,2,0,3,2,4,0,1,0,Yes
3956,3956,1,6,2,6,0,1,6,3,3,0,1,0,Yes
3957,3957,2,9,1,5,0,0,0,3,3,0,1,1,Yes
3958,3958,1,4,1,6,0,0,1,3,2,0,1,0,No
3959,3959,2,1,1,3,2,0,6,3,5,1,2,1,Yes
3960,3960,2,6,1,4,2,0,7,2,2,1,2,0,No
3961,3961,2,1,1,1,0,0,3,4,3,0,1,0,Yes
3962,3962,1,9,2,6,2,0,1,1,1,0,1,0,No
3963,3963,1,0,2,3,2,1,0,4,2,0,1,1,No
3964,3964,2,1,1,2,1,1,6,0,2,0,1,0,No
3965,3965,2,4,1,6,0,0,0,0,2,0,1,0,No
3966,3966,3,1,1,2,2,0,6,3,2,0,1,0,No
3967,3967,1,6,2,6,0,0,7,2,4,0,1,0,Yes
3968,3968,1,0,1,3,2,0,3,2,4,0,1,0,Yes
3969,3969,1,1,2,3,0,1,6,0,5,0,1,0,Yes
3970,3970,2,7,1,3,0,0,6,2,1,2,2,0,No
3971,3971,1,8,2,3,2,1,4,4,4,2,2,0,Yes
3972,3972,2,6,2,6,2,1,6,2,4,0,1,0,Yes
3973,3973,1,0,1,3,0,0,6,4,4,0,1,1,Yes
3974,3974,1,8,2,2,2,0,1,4,4,0,1,1,Yes
3975,3975,2,2,1,2,2,0,3,0,5,0,1,1,Yes
3976,3976,2,9,2,6,2,0,1,3,1,0,1,0,No
3977,3977,1,0,2,3,2,0,4,0,3,0,1,0,Yes
3978,3978,1,0,2,6,2,0,1,4,3,0,1,0,Yes
3979,3979,2,11,1,7,0,1,6,2,3,0,1,0,Yes
3980,3980,2,2,1,2,0,1,7,3,1,0,1,0,No
3981,3981,2,0,1,2,2,1,6,3,2,0,1,0,No
3982,3982,1,0,2,6,0,0,7,3,3,2,2,1,Yes
3983,3983,3,7,1,3,2,0,1,3,4,0,1,0,Yes
3984,3984,2,6,1,3,2,0,1,1,1,0,1,0,No
3985,3985,2,0,1,3,0,0,1,2,2,0,1,0,No
3986,3986,2,9,1,5,2,1,6,4,3,0,1,0,Yes
3987,3987,2,7,0,3,2,0,3,3,2,0,1,0,No
3988,3988,1,9,2,6,2,1,6,1,2,0,1,0,No
3989,3989,2,0,2,6,2,0,1,2,1,0,1,0,No
3990,3990,1,1,1,2,2,0,7,4,2,0,1,0,No
3991,3991,1,9,1,5,0,1,4,4,3,0,1,0,Yes
3992,3992,2,9,1,1,2,0,6,4,2,1,2,0,No
3993,3993,1,0,2,6,0,0,5,4,1,0,1,1,No
3994,3994,2,7,1,2,2,0,1,0,3,1,2,1,Yes
3995,3995,3,0,0,6,2,0,1,3,1,0,1,0,No
3996,3996,2,0,1,3,2,1,6,2,2,0,1,0,No
3997,3997,3,0,1,7,2,0,0,2,2,0,1,0,No
3998,3998,1,1,2,2,2,0,3,3,1,0,1,0,No
3999,3999,2,0,1,3,2,0,6,3,1,1,2,0,No
4000,4000,2,1,2,2,0,1,6,3,2,0,1,0,No
4001,4001,3,4,1,3,0,0,3,3,2,0,1,0,No
4002,4002,2,1,1,1,0,1,6,2,3,0,1,0,Yes
4003,4003,2,2,1,0,2,0,7,3,2,0,1,0,No
4004,4004,1,1,1,2,2,0,3,1,2,0,1,0,No
4005,4005,1,9,1,6,0,0,7,4,3,0,1,0,Yes
4006,4006,1,0,1,6,2,0,3,4,4,0,1,0,Yes
4007,4007,3,1,1,2,2,0,0,0,1,1,2,0,No
4008,4008,2,1,1,0,2,0,6,1,4,0,1,0,Yes
4009,4009,3,1,1,0,0,0,6,4,2,0,1,0,No
4010,4010,2,0,1,3,0,1,4,0,4,0,1,0,Yes
4011,4011,2,9,1,5,2,1,6,3,3,0,1,0,Yes
4012,4012,3,0,1,6,0,0,6,3,2,2,3,0,No
4013,4013,2,1,0,2,0,0,6,4,3,1,2,0,Yes
4014,4014,1,1,1,1,2,1,6,4,3,0,1,0,Yes
4015,4015,3,5,1,3,0,0,8,4,3,0,1,0,Yes
4016,4016,3,7,0,0,2,0,7,0,1,0,1,0,No
4017,4017,1,1,1,1,2,1,4,1,3,0,1,0,Yes
4018,4018,2,2,1,6,2,1,6,2,4,0,1,0,Yes
4019,4019,2,1,0,2,2,1,6,0,3,0,1,0,Yes
4020,4020,2,10,1,1,2,0,6,2,4,1,2,0,Yes
4021,4021,2,10,1,0,0,1,4,2,1,0,1,0,No
4022,4022,2,1,2,5,0,0,3,1,2,0,1,0,No
4023,4023,2,1,1,0,1,0,3,0,4,0,1,0,Yes
4024,4024,1,1,2,3,2,1,6,3,4,0,1,0,Yes
4025,4025,3,11,1,7,2,0,6,1,1,1,3,0,No
4026,4026,2,1,1,0,0,0,7,4,3,0,1,0,Yes
4027,4027,2,1,0,0,0,0,6,3,2,1,2,0,No
4028,4028,2,3,1,3,0,1,6,0,2,0,1,0,No
4029,4029,3,0,0,3,0,0,3,1,4,0,1,0,Yes
4030,4030,1,0,1,6,0,0,3,0,4,0,1,0,Yes
4031,4031,1,0,2,3,0,1,1,0,5,0,1,0,Yes
4032,4032,1,1,1,2,2,0,3,2,4,0,1,0,Yes
4033,4033,2,2,1,5,2,0,7,4,4,0,1,0,Yes
4034,4034,2,4,0,1,2,0,7,2,2,0,1,0,No
4035,4035,3,7,1,3,2,0,9,3,3,1,3,0,Yes
4036,4036,3,0,1,6,2,1,6,1,1,0,1,0,No
4037,4037,1,9,2,5,2,1,4,3,2,0,1,0,No
4038,4038,1,9,2,6,0,0,4,1,5,0,1,1,Yes
4039,4039,2,1,1,0,0,1,6,0,4,0,1,0,Yes
4040,4040,2,0,1,6,0,0,0,0,3,0,1,0,Yes
4041,4041,2,0,2,6,0,0,1,4,1,0,1,0,No
4042,4042,3,1,1,0,0,0,7,1,1,0,1,0,No
4043,4043,1,9,2,6,2,1,6,3,1,0,1,0,No
4044,4044,2,1,1,0,0,0,3,0,2,0,1,0,No
4045,4045,2,1,1,1,2,0,6,1,2,0,1,0,No
4046,4046,1,1,2,2,0,0,3,0,3,0,1,0,Yes
4047,4047,1,7,1,6,0,1,6,3,2,0,1,0,No
4048,4048,2,0,1,6,0,1,6,1,4,0,1,0,Yes
4049,4049,1,10,1,6,0,0,7,2,2,0,1,0,No
4050,4050,2,1,0,0,0,0,7,2,3,1,2,0,Yes
4051,4051,1,0,2,6,2,1,7,0,1,0,1,0,No
4052,4052,3,7,1,0,0,0,1,0,1,0,1,0,No
4053,4053,2,0,1,5,2,0,1,0,1,0,1,0,No
4054,4054,1,1,1,0,1,1,6,3,5,0,1,0,Yes
4055,4055,2,7,2,3,0,1,4,3,4,0,1,0,Yes
4056,4056,2,1,1,3,2,1,6,4,3,0,1,0,Yes
4057,4057,3,9,1,6,2,1,6,0,3,1,2,0,Yes
4058,4058,1,8,2,6,2,1,5,0,3,1,2,0,Yes
4059,4059,2,11,1,7,0,1,6,2,2,0,1,0,No
4060,4060,3,6,1,7,0,0,6,4,3,0,1,0,Yes
4061,4061,4,5,1,5,2,1,5,1,4,0,1,1,Yes
4062,4062,2,0,0,3,0,0,0,3,4,0,1,0,Yes
4063,4063,2,1,0,1,2,0,6,4,1,0,1,0,No
4064,4064,2,1,1,2,0,1,6,3,2,0,1,0,No
4065,4065,1,1,2,2,2,0,3,4,4,0,1,0,Yes
4066,4066,3,0,1,3,2,0,1,2,1,0,1,0,No
4067,4067,2,4,1,3,0,0,3,3,4,0,1,0,Yes
4068,4068,2,9,1,5,2,0,1,1,3,1,3,0,Yes
4069,4069,2,7,1,2,2,0,3,1,1,0,1,0,No
4070,4070,3,9,1,5,2,0,3,2,2,1,2,1,No
4071,4071,1,9,2,6,2,0,1,0,1,0,1,0,No
4072,4072,1,0,1,6,0,0,6,3,3,1,2,0,Yes
4073,4073,2,9,2,5,0,0,1,1,3,0,1,0,Yes
4074,4074,4,5,0,0,0,0,0,1,3,0,1,1,Yes
4075,4075,2,0,2,3,2,0,6,4,5,1,3,1,Yes
4076,4076,1,1,1,0,2,0,3,1,1,0,1,0,No
4077,4077,2,1,2,3,2,1,6,0,4,0,1,0,Yes
4078,4078,2,9,1,5,2,0,3,4,2,0,1,0,No
4079,4079,2,9,1,3,2,1,4,4,2,0,1,0,No
4080,4080,2,3,1,6,2,1,4,0,3,0,1,0,Yes
4081,4081,3,0,0,6,0,0,6,3,1,0,1,0,No
4082,4082,2,1,1,0,2,0,6,1,3,1,2,0,Yes
4083,4083,2,4,1,6,2,0,6,0,5,0,1,1,Yes
4084,4084,2,1,1,0,0,1,6,0,3,0,1,0,Yes
4085,4085,2,0,2,7,0,1,4,1,2,0,1,0,No
4086,4086,2,9,1,5,2,1,4,4,1,0,1,0,No
4087,4087,1,0,1,6,0,0,1,1,2,0,1,0,No
4088,4088,3,1,2,5,0,0,6,4,4,0,1,0,Yes
4089,4089,3,0,1,3,2,1,6,4,1,0,1,0,No
4090,4090,3,10,1,5,0,0,9,0,4,1,3,1,Yes
4091,4091,2,4,1,6,2,0,0,0,3,0,1,0,Yes
4092,4092,2,1,1,2,0,1,6,1,1,0,1,0,No
4093,4093,1,8,2,7,2,0,4,1,3,0,1,1,Yes
4094,4094,2,9,1,5,0,0,1,2,3,0,1,0,Yes
4095,4095,2,1,0,2,0,1,4,1,1,0,1,0,No
4096,4096,1,1,0,3,2,1,3,2,2,0,1,0,No
4097,4097,3,1,1,2,0,0,7,1,5,0,1,0,Yes
4098,4098,1,0,2,6,2,0,3,4,3,0,1,0,Yes
4099,4099,1,9,2,3,0,0,1,4,3,0,1,0,Yes
4100,4100,1,4,2,6,2,0,3,1,2,0,1,0,No
4101,4101,2,9,0,3,0,0,1,4,3,0,1,0,Yes
4102,4102,1,1,1,2,0,0,3,4,5,0,1,1,Yes
4103,4103,2,1,1,2,2,1,6,1,4,0,1,0,Yes
4104,4104,3,0,1,6,0,0,3,0,4,0,1,1,Yes
4105,4105,1,0,2,3,2,0,7,0,2,0,1,0,No
4106,4106,2,4,1,3,0,1,6,0,2,0,1,0,No
4107,4107,3,5,1,3,2,0,1,3,2,0,1,0,No
4108,4108,2,1,1,5,2,0,4,4,1,0,1,0,No
4109,4109,2,9,1,3,0,0,1,3,3,0,1,0,Yes
4110,4110,2,10,1,3,2,1,6,4,4,0,1,0,Yes
4111,4111,1,0,1,3,2,0,7,1,2,0,1,0,No
4112,4112,3,10,1,5,2,0,3,2,3,0,1,0,Yes
4113,4113,3,9,1,5,0,1,6,4,3,0,1,0,Yes
4114,4114,2,7,1,3,2,1,4,3,1,0,1,0,No
4115,4115,2,0,1,6,2,0,6,1,3,1,2,0,Yes
4116,4116,1,1,2,2,2,0,1,2,3,0,1,1,Yes
4117,4117,3,0,1,6,2,0,6,4,2,0,1,0,No
4118,4118,2,1,2,2,0,1,6,3,3,0,1,0,Yes
4119,4119,1,7,2,3,2,0,7,2,4,0,1,0,Yes
4120,4120,2,1,1,0,2,0,0,1,1,1,2,0,No
4121,4121,1,0,2,6,2,0,9,3,4,3,3,1,Yes
4122,4122,1,0,2,6,0,1,6,2,2,0,1,0,No
4123,4123,2,0,2,6,2,0,3,1,4,0,1,0,Yes
4124,4124,2,3,1,0,2,0,1,0,3,0,1,0,Yes
4125,4125,1,0,1,3,0,1,6,3,2,0,1,0,No
4126,4126,3,1,1,0,0,0,1,0,4,0,1,1,Yes
4127,4127,3,0,1,6,0,0,1,4,4,0,1,0,Yes
4128,4128,2,4,1,6,0,0,1,0,3,0,1,0,Yes
4129,4129,2,1,1,0,2,0,6,4,1,0,1,0,No
4130,4130,2,1,1,0,0,0,0,1,3,0,1,0,Yes
4131,4131,2,0,1,3,2,1,4,0,1,0,1,0,No
4132,4132,1,9,1,6,0,0,6,2,2,1,2,0,No
4133,4133,2,1,1,0,0,1,6,4,4,0,1,0,Yes
4134,4134,3,1,1,0,2,0,3,1,2,0,1,0,No
4135,4135,3,5,1,5,0,0,1,4,4,0,1,0,Yes
4136,4136,1,9,1,5,2,0,3,4,3,0,1,0,Yes
4137,4137,2,9,1,5,2,1,6,3,3,1,2,0,Yes
4138,4138,2,7,1,3,0,0,6,1,2,0,1,0,No
4139,4139,2,1,1,0,2,1,6,4,3,0,1,0,Yes
4140,4140,1,6,1,1,2,1,6,3,1,0,1,0,No
4141,4141,2,1,1,2,0,0,6,3,4,0,1,0,Yes
4142,4142,2,0,2,5,2,0,3,4,1,0,1,0,No
4143,4143,2,1,1,5,2,0,3,1,3,0,1,0,Yes
4144,4144,1,0,2,3,0,0,3,3,3,0,1,1,Yes
4145,4145,1,0,1,6,0,0,1,1,1,0,1,0,No
4146,4146,2,1,2,5,0,0,8,4,5,0,1,0,Yes
4147,4147,1,0,2,3,2,0,6,3,1,0,1,0,No
4148,4148,1,7,2,6,2,0,0,2,4,0,1,0,Yes
4149,4149,3,9,1,5,2,0,0,2,3,0,1,1,Yes
4150,4150,1,7,1,3,2,0,6,0,1,0,1,0,No
4151,4151,1,7,1,3,2,1,4,4,4,0,1,0,Yes
4152,4152,2,0,1,1,2,0,6,1,3,0,1,0,Yes
4153,4153,1,1,1,3,2,0,3,3,2,0,1,0,No
4154,4154,2,1,1,5,0,1,6,3,4,0,1,0,Yes
4155,4155,1,0,2,6,2,1,7,0,1,0,1,0,No
4156,4156,1,1,1,2,0,1,4,0,1,0,1,0,No
4157,4157,2,4,2,3,0,1,6,3,2,0,1,0,No
4158,4158,1,9,1,5,2,0,1,2,1,0,1,0,No
4159,4159,2,0,0,6,0,1,6,0,2,0,1,0,No
4160,4160,2,2,2,6,2,0,7,3,4,0,1,0,Yes
4161,4161,2,9,1,5,2,1,4,1,3,0,1,0,Yes
4162,4162,3,4,1,1,2,1,6,1,3,0,1,0,Yes
4163,4163,2,1,1,1,2,1,4,4,3,0,1,0,Yes
4164,4164,1,8,1,6,2,0,3,4,1,0,1,0,No
4165,4165,2,1,1,1,2,1,4,3,4,0,1,0,Yes
4166,4166,2,9,2,5,2,0,0,1,4,0,1,0,Yes
4167,4167,2,9,1,3,2,0,6,2,1,0,1,0,No
4168,4168,3,4,1,0,2,0,5,1,3,0,1,0,Yes
4169,4169,1,4,2,3,2,1,6,1,2,0,1,0,No
4170,4170,3,5,1,2,0,0,7,4,1,0,1,0,No
4171,4171,2,4,1,6,0,0,1,3,2,0,1,0,No
4172,4172,2,6,1,2,2,0,3,4,1,0,1,0,No
4173,4173,3,9,1,5,2,1,6,4,2,0,1,0,No
4174,4174,3,5,1,3,0,1,4,2,3,0,1,0,Yes
4175,4175,3,1,1,2,0,0,7,4,3,0,1,0,Yes
4176,4176,4,5,1,3,0,0,2,2,2,3,3,1,No
4177,4177,2,0,1,3,2,0,3,1,4,0,1,1,Yes
4178,4178,2,0,0,6,0,1,6,3,3,0,1,0,Yes
4179,4179,2,9,2,5,0,0,8,2,2,1,2,0,No
4180,4180,3,0,1,3,0,0,6,4,3,1,2,0,Yes
4181,4181,3,1,1,2,0,0,6,3,1,2,2,0,No
4182,4182,2,0,2,6,2,0,3,2,1,0,1,0,No
4183,4183,2,1,2,2,2,0,6,1,1,0,1,0,No
4184,4184,1,0,1,6,2,0,3,4,1,0,1,0,No
4185,4185,2,1,1,2,0,1,4,0,2,0,1,0,No
4186,4186,2,0,1,3,0,1,6,1,2,0,1,0,No
4187,4187,2,1,1,0,0,0,3,4,2,0,1,0,No
4188,4188,1,0,2,5,0,0,6,0,1,0,1,0,No
4189,4189,2,1,1,2,0,1,6,3,2,0,1,0,No
4190,4190,2,4,1,7,0,0,6,2,2,1,2,0,No
4191,4191,3,5,2,6,0,0,7,0,1,1,2,0,No
4192,4192,2,7,1,3,0,1,6,0,3,0,1,0,Yes
4193,4193,3,1,1,2,2,0,1,3,1,0,1,0,No
4194,4194,3,9,2,5,2,0,1,2,4,0,1,0,Yes
4195,4195,2,0,0,6,0,1,3,4,1,0,1,0,No
4196,4196,2,1,1,2,0,1,6,0,2,0,1,0,No
4197,4197,2,0,0,6,2,0,9,0,2,0,1,0,No
4198,4198,3,7,1,2,2,0,1,1,2,0,1,0,No
4199,4199,2,4,1,6,2,0,1,4,3,0,1,0,Yes
4200,4200,3,9,1,3,0,0,1,3,5,0,1,0,Yes
4201,4201,2,0,0,6,0,0,0,1,1,0,1,0,No
4202,4202,1,3,2,6,0,0,9,2,2,0,1,0,No
4203,4203,2,1,1,2,2,1,6,0,2,0,1,0,No
4204,4204,2,9,1,2,0,1,6,4,1,0,1,0,No
4205,4205,1,2,2,2,0,1,6,4,3,0,1,0,Yes
4206,4206,2,3,1,6,0,1,4,1,1,0,1,0,No
4207,4207,3,9,1,5,2,1,4,3,2,0,1,0,No
4208,4208,1,0,2,6,2,0,1,0,4,0,1,0,Yes
4209,4209,1,11,2,3,2,0,6,1,4,0,1,0,Yes
4210,4210,3,5,1,0,2,0,1,0,2,0,1,0,No
4211,4211,1,9,2,3,2,0,7,4,1,0,1,0,No
4212,4212,1,9,1,3,0,0,4,0,2,1,2,0,No
4213,4213,3,4,1,6,2,0,9,0,4,0,1,0,Yes
4214,4214,3,4,1,2,2,0,0,0,4,0,1,0,Yes
4215,4215,1,9,2,5,2,0,1,2,1,0,1,0,No
4216,4216,1,9,2,5,0,1,6,2,4,0,1,0,Yes
4217,4217,2,1,1,0,0,1,6,3,1,0,1,0,No
4218,4218,3,1,1,2,2,1,6,2,2,0,1,0,No
4219,4219,2,10,1,6,1,0,6,0,1,0,1,0,No
4220,4220,2,3,1,0,2,1,4,0,1,0,1,0,No
4221,4221,2,1,1,2,0,1,6,1,2,0,1,0,No
4222,4222,1,8,2,3,0,0,4,2,4,0,1,1,Yes
4223,4223,1,0,2,6,2,0,5,4,2,1,2,1,No
4224,4224,3,4,2,5,0,0,3,3,1,0,1,0,No
4225,4225,2,0,2,6,0,0,1,3,4,0,1,0,Yes
4226,4226,2,10,2,6,2,0,7,3,1,0,1,0,No
4227,4227,2,1,0,2,2,0,7,1,3,0,1,0,Yes
4228,4228,3,0,1,6,2,0,3,4,4,0,1,1,Yes
4229,4229,2,0,2,3,2,1,4,3,3,0,1,0,Yes
4230,4230,2,1,2,0,0,1,6,1,2,0,1,0,No
4231,4231,3,3,1,7,0,1,6,1,2,0,1,0,No
4232,4232,2,1,1,1,0,0,1,2,2,0,1,0,No
4233,4233,1,0,2,6,2,0,1,3,4,0,1,0,Yes
4234,4234,3,1,1,2,0,0,1,1,3,0,1,0,Yes
4235,4235,3,0,2,6,0,0,7,4,5,0,1,0,Yes
4236,4236,3,5,1,2,2,1,6,0,2,0,1,0,No
4237,4237,1,7,2,3,2,1,4,1,4,0,1,0,Yes
4238,4238,4,5,0,5,2,0,2,2,5,0,1,0,Yes
4239,4239,3,9,1,6,0,0,6,0,1,0,1,0,No
4240,4240,3,6,0,6,2,0,7,4,5,0,1,1,Yes
4241,4241,2,10,1,2,0,1,6,3,2,0,1,0,No
4242,4242,3,0,0,6,2,1,6,2,3,0,1,0,Yes
4243,4243,2,0,1,6,0,1,6,0,3,0,1,0,Yes
4244,4244,1,4,0,3,0,1,6,4,2,0,1,0,No
4245,4245,2,0,1,6,2,1,6,2,2,0,1,0,No
4246,4246,2,4,1,6,0,0,7,4,4,0,1,0,Yes
4247,4247,1,1,2,3,2,1,6,4,1,0,1,0,No
4248,4248,3,10,1,6,0,0,0,2,2,1,2,0,No
4249,4249,2,9,1,5,0,0,0,4,3,0,1,0,Yes
4250,4250,2,1,1,2,0,1,6,2,2,0,1,0,No
4251,4251,3,3,1,0,0,0,7,3,5,0,1,0,Yes
4252,4252,3,9,0,5,0,0,1,3,1,0,1,0,No
4253,4253,1,0,2,6,0,0,4,2,4,0,1,1,Yes
4254,4254,2,4,1,6,2,1,6,0,1,0,1,0,No
4255,4255,1,0,2,6,0,0,5,4,4,0,1,1,Yes
4256,4256,1,0,1,5,2,0,1,4,1,0,1,0,No
4257,4257,2,7,1,3,2,1,6,3,2,0,1,0,No
4258,4258,3,7,1,3,0,0,3,0,2,0,1,0,No
4259,4259,3,5,0,5,0,1,4,4,3,0,1,0,Yes
4260,4260,2,2,1,6,2,0,6,4,4,1,2,0,Yes
4261,4261,3,4,1,6,2,0,3,4,3,0,1,0,Yes
4262,4262,1,0,1,6,0,1,3,4,5,0,1,0,Yes
4263,4263,3,0,1,3,0,0,0,4,3,1,2,1,Yes
